,permno,adate,qdate,public_date,pe_op_basic,pe_exi,pcf,dpr,npm,gpm,ptpm,roa,roe,capital_ratio,cash_debt,lt_ppent,dltt_be,debt_assets,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_1yrforward,PEG_ltgforward,PERMNO,date,SICCD,TICKER,DCLRDT,PAYDT,HSICMG,DIVAMT,FACPR,FACSHR,BIDLO,ASKHI,PRC,VOL,SHROUT,SPREAD,RETX,ewretd
237,11308.0,31/12/2014,30/06/2015,31/10/2015,21.175,24.766,16.352999999999998,0.912,0.165,0.653,0.22,0.132,0.201,0.43,0.17300000000000001,4.32,0.633,0.6729999999999999,1.11,4.9510000000000005,0.49,9.632,1.9780000000000002,0.0,0.076,0.0,0.04,5.385,-16.840999999999998,6.517,11308,30/10/2015,2086.0,KO,,,,,,,39.8,43.24,42.35,3665655.0,4348985.0,,0.055583,0.052873
238,11308.0,31/12/2014,30/09/2015,30/11/2015,21.635,27.320999999999998,16.811,1.014,0.152,0.649,0.20199999999999999,0.131,0.191,0.461,0.17300000000000001,4.558,0.716,0.69,1.131,5.0889999999999995,0.489,10.076,2.009,0.0,0.076,0.0,0.044000000000000004,5.96,-11.147,9.586,11308,30/11/2015,2086.0,KO,15/10/2015,15/12/2015,,0.33,0.0,0.0,41.38,43.36,42.62,2521289.0,4348985.0,,0.006375,0.007333
239,11308.0,31/12/2014,30/09/2015,31/12/2015,21.807,27.538,16.945,1.014,0.152,0.649,0.20199999999999999,0.131,0.191,0.461,0.17300000000000001,4.558,0.716,0.69,1.131,5.0889999999999995,0.489,10.076,2.009,0.0,0.076,0.0,0.044000000000000004,6.007000000000001,-11.235999999999999,9.663,11308,31/12/2015,2086.0,KO,,,,,,,42.27,43.84,42.96,2866725.0,4348985.0,,0.007977,-0.035887
240,11850.0,31/12/2004,30/09/2005,31/01/2006,12.45,11.84,7.688,0.21100000000000002,0.10800000000000001,0.22699999999999998,0.17800000000000002,0.28300000000000003,0.278,0.05,0.45299999999999996,0.899,0.044000000000000004,0.478,1.452,23.374000000000002,1.5530000000000002,12.213,7.446000000000001,0.002,0.0,0.0,0.081,2.997,0.39799999999999996,1.827,11850,31/01/2006,2911.0,XOM,,,,,,,58.28,63.11,62.75,4093184.0,6133000.0,,0.117144,0.07635399999999999
241,11850.0,31/12/2005,31/12/2005,28/02/2006,10.994000000000002,10.398,7.531000000000001,0.19899999999999998,0.11,0.22699999999999998,0.184,0.294,0.28300000000000003,0.053,0.514,0.875,0.047,0.449,1.584,26.965999999999998,1.626,12.422,11.19,0.002,0.0,0.0,0.06,2.745,1.324,1.4480000000000002,11850,28/02/2006,2911.0,XOM,25/01/2006,10/03/2006,,0.32,0.0,0.0,59.37,61.97,59.37,3662864.0,6106333.0,,-0.053865,0.004836
242,11850.0,31/12/2005,31/12/2005,31/03/2006,11.27,10.658,7.72,0.19899999999999998,0.11,0.22699999999999998,0.184,0.294,0.28300000000000003,0.053,0.514,0.875,0.047,0.449,1.584,26.965999999999998,1.626,12.422,11.19,0.002,0.0,0.0,0.06,2.8139999999999996,1.3259999999999998,1.484,11850,31/03/2006,2911.0,XOM,,,,,,,58.92,61.64,60.86,4235352.0,6106333.0,,0.025097,0.036978
243,11850.0,31/12/2005,31/12/2005,30/04/2006,11.681,11.047,7.982,0.19899999999999998,0.11,0.22699999999999998,0.184,0.294,0.28300000000000003,0.053,0.514,0.875,0.047,0.449,1.584,26.965999999999998,1.626,12.422,11.19,0.002,0.0,0.0,0.06,2.909,1.094,1.5130000000000001,11850,28/04/2006,2911.0,XOM,,,,,,,61.03,65.0,63.08,3413392.0,6091189.0,,0.036477,0.009791
244,11850.0,31/12/2005,31/03/2006,31/05/2006,10.857000000000001,10.394,7.4,0.20199999999999999,0.11,0.23199999999999998,0.188,0.302,0.28800000000000003,0.054000000000000006,0.514,0.924,0.047,0.474,1.517,24.221,1.601,12.585,7.405,0.002,0.0,0.0,0.063,2.7430000000000003,1.069,1.911,11850,31/05/2006,2911.0,XOM,26/04/2006,09/06/2006,,0.32,0.0,0.0,59.89,64.67,60.91,4348811.0,6050324.0,,-0.034401,-0.044331
245,11850.0,31/12/2005,31/03/2006,30/06/2006,10.936,10.469000000000001,7.452999999999999,0.20199999999999999,0.11,0.23199999999999998,0.188,0.302,0.28800000000000003,0.054000000000000006,0.514,0.924,0.047,0.474,1.517,24.221,1.601,12.585,7.405,0.002,0.0,0.0,0.063,2.763,0.8490000000000001,1.925,11850,30/06/2006,2911.0,XOM,,,,,,,56.65,62.37,61.35,5043284.0,6050324.0,,0.007224,-0.008479
246,11850.0,31/12/2005,31/03/2006,31/07/2006,12.075,11.56,8.086,0.20199999999999999,0.11,0.23199999999999998,0.188,0.302,0.28800000000000003,0.054000000000000006,0.514,0.924,0.047,0.474,1.517,24.221,1.601,12.585,7.405,0.002,0.0,0.0,0.063,2.997,0.754,1.3980000000000001,11850,31/07/2006,2911.0,XOM,,,,,,,62.15,67.74,67.74,4200493.0,5945000.0,,0.104156,-0.022698
247,11850.0,31/12/2005,30/06/2006,31/08/2006,11.075,10.607000000000001,7.724,0.19,0.115,0.239,0.19899999999999998,0.318,0.303,0.053,0.514,0.932,0.047,0.473,1.535,23.91,1.6059999999999999,12.571,7.3629999999999995,0.002,0.0,0.0,0.06,2.9139999999999997,0.551,1.401,11850,31/08/2006,2911.0,XOM,26/07/2006,11/09/2006,,0.32,0.0,0.0,67.57,70.72,67.67,5075209.0,5944957.0,,-0.001033,0.025011000000000002
248,11850.0,31/12/2005,30/06/2006,30/09/2006,10.982000000000001,10.517000000000001,7.659,0.19,0.115,0.239,0.19899999999999998,0.318,0.303,0.053,0.514,0.932,0.047,0.473,1.535,23.91,1.6059999999999999,12.571,7.3629999999999995,0.002,0.0,0.0,0.06,2.89,0.552,1.3769999999999998,11850,29/09/2006,2911.0,XOM,,,,,,,64.11,68.48,67.1,4745987.0,5944957.0,,-0.008423,0.009006
249,11850.0,31/12/2005,30/06/2006,31/10/2006,11.689,11.194,7.997000000000001,0.19,0.115,0.239,0.19899999999999998,0.318,0.303,0.053,0.514,0.932,0.047,0.473,1.535,23.91,1.6059999999999999,12.571,7.3629999999999995,0.002,0.0,0.0,0.06,3.017,0.705,1.465,11850,31/10/2006,2911.0,XOM,,,,,,,65.41,71.62,71.42,4586074.0,5832000.0,,0.064382,0.046211
250,11850.0,31/12/2005,30/09/2006,30/11/2006,11.690999999999999,11.690999999999999,8.816,0.18899999999999997,0.11599999999999999,0.248,0.20600000000000002,0.327,0.3,0.053,0.514,0.935,0.047,0.47100000000000003,1.54,22.811999999999998,1.58,12.321,7.224,0.002,0.0,0.0,0.05,3.2560000000000002,0.607,1.421,11850,30/11/2006,2911.0,XOM,25/10/2006,11/12/2006,,0.32,0.0,0.0,71.06,76.81,76.81,4075587.0,5832488.0,,0.075469,0.031168
251,11850.0,31/12/2005,30/09/2006,31/12/2006,11.664000000000001,11.664000000000001,8.796,0.18899999999999997,0.11599999999999999,0.248,0.20600000000000002,0.327,0.3,0.053,0.514,0.935,0.047,0.47100000000000003,1.54,22.811999999999998,1.58,12.321,7.224,0.002,0.0,0.0,0.05,3.248,0.6,1.214,11850,29/12/2006,2911.0,XOM,,,,,,,75.36,78.73,76.63,3866279.0,5832488.0,,-0.002343,0.0148
252,11850.0,31/12/2005,30/09/2006,31/01/2007,11.279000000000002,11.279000000000002,8.505,0.18899999999999997,0.11599999999999999,0.248,0.20600000000000002,0.327,0.3,0.053,0.514,0.935,0.047,0.47100000000000003,1.54,22.811999999999998,1.58,12.321,7.224,0.002,0.0,0.0,0.05,3.141,0.5920000000000001,1.1740000000000002,11850,31/01/2007,2911.0,XOM,,,,,,,70.98,74.9,74.1,5048420.0,5832488.0,,-0.033016,0.022283
253,11850.0,31/12/2006,31/12/2006,28/02/2007,10.844000000000001,10.828,8.28,0.193,0.11800000000000001,0.25,0.204,0.32,0.29600000000000004,0.055,0.486,0.892,0.049,0.46299999999999997,1.5519999999999998,25.084,1.568,11.877,9.549,0.002,0.0,0.0,0.046,3.03,-1.5759999999999998,1.565,11850,28/02/2007,2911.0,XOM,31/01/2007,09/03/2007,,0.32,0.0,0.0,71.68,75.67,71.68,4016740.0,5693399.0,,-0.032659,0.002111
254,11850.0,31/12/2006,31/12/2006,31/03/2007,11.415,11.397,8.687999999999999,0.193,0.11800000000000001,0.25,0.204,0.32,0.29600000000000004,0.055,0.486,0.892,0.049,0.46299999999999997,1.5519999999999998,25.084,1.568,11.877,9.549,0.002,0.0,0.0,0.046,3.179,-1.821,2.154,11850,30/03/2007,2911.0,XOM,,,,,,,69.86,76.24,75.45,6123735.0,5675439.0,,0.052595,0.0065450000000000005
255,11850.0,31/12/2006,31/12/2006,30/04/2007,12.009,11.991,9.073,0.193,0.11800000000000001,0.25,0.204,0.32,0.29600000000000004,0.055,0.486,0.892,0.049,0.46299999999999997,1.5519999999999998,25.084,1.568,11.877,9.549,0.002,0.0,0.0,0.046,3.32,-2.454,2.267,11850,30/04/2007,2911.0,XOM,,,,,,,76.16,80.55,79.38,4527110.0,5633000.0,,0.052087,0.027044
256,11850.0,31/12/2006,31/03/2007,31/05/2007,12.089,12.106,9.573,0.18600000000000003,0.121,0.253,0.207,0.313,0.297,0.054000000000000006,0.486,0.9390000000000001,0.048,0.47700000000000004,1.537,20.897,1.5030000000000001,11.745,6.846,0.002,0.0,0.0,0.039,3.467,-4.956,2.388,11850,31/05/2007,2911.0,XOM,25/04/2007,11/06/2007,,0.35,0.0,0.0,79.39,84.0,83.17,4466289.0,5633270.0,,0.047745,0.023122999999999998
257,11850.0,31/12/2006,31/03/2007,30/06/2007,12.192,12.21,9.655,0.18600000000000003,0.121,0.253,0.207,0.313,0.297,0.054000000000000006,0.486,0.9390000000000001,0.048,0.47700000000000004,1.537,20.897,1.5030000000000001,11.745,6.846,0.002,0.0,0.0,0.039,3.497,3.477,2.408,11850,29/06/2007,2911.0,XOM,,,,,,,81.82,86.36,83.88,5072519.0,5633270.0,,0.008537,-0.007906
258,11850.0,31/12/2006,31/03/2007,31/07/2007,12.374,12.392000000000001,9.647,0.18600000000000003,0.121,0.253,0.207,0.313,0.297,0.054000000000000006,0.486,0.9390000000000001,0.048,0.47700000000000004,1.537,20.897,1.5030000000000001,11.745,6.846,0.002,0.0,0.0,0.039,3.4939999999999998,1.7269999999999999,2.444,11850,31/07/2007,2911.0,XOM,,,,,,,84.82,93.44,85.13,5596511.0,5546000.0,,0.014902,-0.043537
259,11850.0,31/12/2006,30/06/2007,31/08/2007,12.265,12.282,9.711,0.187,0.121,0.253,0.207,0.309,0.295,0.055,0.486,0.943,0.049,0.48100000000000004,1.535,20.393,1.4880000000000002,11.550999999999998,6.742000000000001,0.002,0.0,0.0,0.039,3.448,2.011,2.385,11850,31/08/2007,2911.0,XOM,25/07/2007,10/09/2007,,0.35,0.0,0.0,80.67,87.9,85.73,6874294.0,5546262.0,,0.007048,-0.011712
260,11850.0,31/12/2006,30/06/2007,30/09/2007,13.242,13.261,10.485,0.187,0.121,0.253,0.207,0.309,0.295,0.055,0.486,0.943,0.049,0.48100000000000004,1.535,20.393,1.4880000000000002,11.550999999999998,6.742000000000001,0.002,0.0,0.0,0.039,3.7230000000000003,2.227,1.9469999999999998,11850,28/09/2007,2911.0,XOM,,,,,,,84.86,92.97,92.56,4462503.0,5546262.0,,0.079669,0.025363999999999998
261,11850.0,31/12/2006,30/06/2007,31/10/2007,13.16,13.179,10.42,0.187,0.121,0.253,0.207,0.309,0.295,0.055,0.486,0.943,0.049,0.48100000000000004,1.535,20.393,1.4880000000000002,11.550999999999998,6.742000000000001,0.002,0.0,0.0,0.039,3.7,1.837,1.859,11850,31/10/2007,2911.0,XOM,,,,,,,90.68,95.05,91.99,5135047.0,5546262.0,,-0.006158,0.017406
262,11850.0,31/12/2006,30/09/2007,30/11/2007,12.884,12.902999999999999,9.835,0.193,0.11699999999999999,0.249,0.201,0.301,0.28800000000000003,0.055,0.486,0.951,0.049,0.486,1.5430000000000001,20.474,1.479,11.306,6.672000000000001,0.002,0.0,0.0,0.046,3.457,1.921,1.693,11850,30/11/2007,2911.0,XOM,31/10/2007,10/12/2007,,0.35,0.0,0.0,84.11,90.38,89.16,5479184.0,5463626.0,,-0.030764,-0.07661699999999999
263,11850.0,31/12/2006,30/09/2007,31/12/2007,13.539000000000001,13.559000000000001,10.335,0.193,0.11699999999999999,0.249,0.201,0.301,0.28800000000000003,0.055,0.486,0.951,0.049,0.486,1.5430000000000001,20.474,1.479,11.306,6.672000000000001,0.002,0.0,0.0,0.046,3.6319999999999997,1.5859999999999999,1.7819999999999998,11850,31/12/2007,2911.0,XOM,,,,,,,88.12,95.0,93.69,3866979.0,5463626.0,,0.050808,-0.010989
264,11850.0,31/12/2006,30/09/2007,31/01/2008,12.485999999999999,12.504000000000001,9.531,0.193,0.11699999999999999,0.249,0.201,0.301,0.28800000000000003,0.055,0.486,0.951,0.049,0.486,1.5430000000000001,20.474,1.479,11.306,6.672000000000001,0.002,0.0,0.0,0.046,3.35,1.3880000000000001,1.5119999999999998,11850,31/01/2008,2911.0,XOM,,,,,,,82.45,93.83,86.4,6156267.0,5463626.0,,-0.077810,-0.045066
265,11850.0,31/12/2007,31/12/2007,29/02/2008,11.822000000000001,11.952,8.952,0.188,0.113,0.24100000000000002,0.19899999999999998,0.303,0.29100000000000004,0.055999999999999994,0.44799999999999995,0.96,0.05,0.479,1.474,24.982,1.555,10.968,9.019,0.002,0.0,0.0,0.049,3.218,1.642,1.808,11850,29/02/2008,2911.0,XOM,30/01/2008,10/03/2008,,0.35,0.0,0.0,81.44,89.89,87.01,4910748.0,5350027.0,,0.007060,-0.021401
266,11850.0,31/12/2007,31/12/2007,31/03/2008,11.492,11.618,8.702,0.188,0.113,0.24100000000000002,0.19899999999999998,0.303,0.29100000000000004,0.055999999999999994,0.44799999999999995,0.96,0.05,0.479,1.474,24.982,1.555,10.968,9.019,0.002,0.0,0.0,0.049,3.128,0.94,1.672,11850,31/03/2008,2911.0,XOM,,,,,,,82.46,88.47,84.58,6087677.0,5350027.0,,-0.027928,-0.025309
267,11850.0,31/12/2007,31/12/2007,30/04/2008,12.645,12.784,9.542,0.188,0.113,0.24100000000000002,0.19899999999999998,0.303,0.29100000000000004,0.055999999999999994,0.44799999999999995,0.96,0.05,0.479,1.474,24.982,1.555,10.968,9.019,0.002,0.0,0.0,0.049,3.43,0.7759999999999999,1.839,11850,30/04/2008,2911.0,XOM,,,,,,,87.02,94.39,93.07,4830980.0,5331547.0,,0.100378,0.031907
268,11850.0,31/12/2007,31/03/2008,31/05/2008,11.423,11.542,7.931,0.182,0.109,0.23399999999999999,0.196,0.317,0.302,0.055,0.44799999999999995,1.005,0.049,0.498,1.475,22.603,1.6019999999999999,11.45,6.981,0.002,0.0,0.0,0.071,3.187,0.605,1.28,11850,30/05/2008,2911.0,XOM,30/04/2008,10/06/2008,,0.4,0.0,0.0,88.76,94.56,88.76,5758718.0,5283694.0,,-0.046309,0.031787
269,11850.0,31/12/2007,31/03/2008,30/06/2008,11.342,11.46,7.874,0.182,0.109,0.23399999999999999,0.196,0.317,0.302,0.055,0.44799999999999995,1.005,0.049,0.498,1.475,22.603,1.6019999999999999,11.45,6.981,0.002,0.0,0.0,0.071,3.165,0.446,1.01,11850,30/06/2008,2911.0,XOM,,,,,,,84.91,89.31,88.13,5657684.0,5283694.0,,-0.007098,-0.086625
270,11850.0,31/12/2007,31/03/2008,31/07/2008,10.350999999999999,10.459000000000001,7.186,0.182,0.109,0.23399999999999999,0.196,0.317,0.302,0.055,0.44799999999999995,1.005,0.049,0.498,1.475,22.603,1.6019999999999999,11.45,6.981,0.002,0.0,0.0,0.071,2.888,0.33,2.092,11850,31/07/2008,2911.0,XOM,,,,,,,80.33,88.35,80.43,6854842.0,5283694.0,,-0.087371,-0.001295
271,11850.0,31/12/2007,30/06/2008,31/08/2008,9.745,9.902000000000001,6.7860000000000005,0.179,0.10300000000000001,0.223,0.18899999999999997,0.319,0.306,0.055,0.44799999999999995,1.048,0.049,0.509,1.421,23.776,1.6880000000000002,11.56,6.981,0.002,0.0,0.0,0.071,2.787,0.316,0.9279999999999999,11850,29/08/2008,2911.0,XOM,30/07/2008,10/09/2008,,0.4,0.0,0.0,76.53,81.18,80.01,5430527.0,5194003.0,,-0.005222,0.013022999999999998
272,11850.0,31/12/2007,30/06/2008,30/09/2008,9.459,9.611,6.587000000000001,0.179,0.10300000000000001,0.223,0.18899999999999997,0.319,0.306,0.055,0.44799999999999995,1.048,0.049,0.509,1.421,23.776,1.6880000000000002,11.56,6.981,0.002,0.0,0.0,0.071,2.705,0.348,1.085,11850,30/09/2008,2911.0,XOM,,,,,,,73.25,80.67,77.66,7709190.0,5194003.0,,-0.029371,-0.120091
273,11850.0,31/12/2007,30/06/2008,31/10/2008,9.027999999999999,9.173,6.157,0.179,0.10300000000000001,0.223,0.18899999999999997,0.319,0.306,0.055,0.44799999999999995,1.048,0.049,0.509,1.421,23.776,1.6880000000000002,11.56,6.981,0.002,0.0,0.0,0.071,2.528,0.39299999999999996,1.504,11850,31/10/2008,2911.0,XOM,,,,,,,62.35,78.58,74.12,13845105.0,5087000.0,,-0.045583,-0.205222
274,11850.0,31/12/2007,30/09/2008,30/11/2008,8.856,8.693,6.73,0.162,0.10800000000000001,0.22399999999999998,0.19699999999999998,0.336,0.337,0.055999999999999994,0.44799999999999995,1.065,0.049,0.512,1.4,24.237,1.7790000000000001,12.14,7.274,0.002,0.0,0.0,0.046,2.7439999999999998,0.439,1.245,11850,28/11/2008,2911.0,XOM,29/10/2008,10/12/2008,,0.4,0.0,0.0,68.51,80.89,80.15,10076141.0,5086649.0,,0.081355,-0.13032
275,11850.0,31/12/2007,30/09/2008,31/12/2008,8.821,8.658,6.702999999999999,0.162,0.10800000000000001,0.22399999999999998,0.19699999999999998,0.336,0.337,0.055999999999999994,0.44799999999999995,1.065,0.049,0.512,1.4,24.237,1.7790000000000001,12.14,7.274,0.002,0.0,0.0,0.046,2.734,0.467,3.7319999999999998,11850,31/12/2008,2911.0,XOM,,,,,,,74.31,83.14,79.83,9977666.0,5086649.0,,-0.003993,0.042176
276,11850.0,31/12/2007,30/09/2008,31/01/2009,8.451,8.295,6.422000000000001,0.162,0.10800000000000001,0.22399999999999998,0.19699999999999998,0.336,0.337,0.055999999999999994,0.44799999999999995,1.065,0.049,0.512,1.4,24.237,1.7790000000000001,12.14,7.274,0.002,0.0,0.0,0.046,2.6189999999999998,0.479,1.046,11850,30/01/2009,2911.0,XOM,,,,,,,75.1,81.64,76.48,8447808.0,5086649.0,,-0.041964,-0.024041999999999997
277,11850.0,31/12/2008,31/12/2008,28/02/2009,7.942,7.814,5.657,0.17800000000000002,0.106,0.226,0.196,0.335,0.326,0.059000000000000004,0.54,0.9109999999999999,0.053,0.485,1.472,28.949,1.808,13.902000000000001,11.458,0.002,0.0,0.0,0.062,2.546,-0.184,1.056,11850,27/02/2009,2911.0,XOM,28/01/2009,10/03/2009,,0.4,0.0,0.0,67.9,80.34,67.9,7715785.0,4976000.0,,-0.112186,-0.10766700000000001
278,11850.0,31/12/2008,31/12/2008,31/03/2009,7.965,7.837000000000001,5.635,0.17800000000000002,0.106,0.226,0.196,0.335,0.326,0.059000000000000004,0.54,0.9109999999999999,0.053,0.485,1.472,28.949,1.808,13.902000000000001,11.458,0.002,0.0,0.0,0.062,2.536,-0.166,0.871,11850,31/03/2009,2911.0,XOM,,,,,,,62.22,71.23,68.1,9335388.0,4941630.0,,0.002945,0.107474
279,11850.0,31/12/2008,31/12/2008,30/04/2009,7.797999999999999,7.672000000000001,5.495,0.17800000000000002,0.106,0.226,0.196,0.335,0.326,0.059000000000000004,0.54,0.9109999999999999,0.053,0.485,1.472,28.949,1.808,13.902000000000001,11.458,0.002,0.0,0.0,0.062,2.474,-0.153,0.9209999999999999,11850,30/04/2009,2911.0,XOM,,,,,,,64.75,70.44,66.67,6328963.0,4922926.0,,-0.020999,0.192762
280,11850.0,31/12/2008,31/03/2009,31/05/2009,9.423,9.21,7.167000000000001,0.21,0.10300000000000001,0.22399999999999998,0.188,0.267,0.26899999999999996,0.057999999999999996,0.54,1.006,0.052000000000000005,0.508,1.385,20.802,1.547,12.075999999999999,6.709,0.002,0.0,0.0,0.034,2.6630000000000003,-0.175,1.3159999999999998,11850,29/05/2009,2911.0,XOM,29/04/2009,10/06/2009,,0.42,0.0,0.0,67.65,70.82,69.35,5305886.0,4879710.0,,0.040198,0.10232999999999999
281,11850.0,31/12/2008,31/03/2009,30/06/2009,9.499,9.283999999999999,7.225,0.21,0.10300000000000001,0.22399999999999998,0.188,0.267,0.26899999999999996,0.057999999999999996,0.54,1.006,0.052000000000000005,0.508,1.385,20.802,1.547,12.075999999999999,6.709,0.002,0.0,0.0,0.034,2.685,-0.185,2.1590000000000003,11850,30/06/2009,2911.0,XOM,,,,,,,68.45,74.05,69.91,5970244.0,4879710.0,,0.008075,0.023921
282,11850.0,31/12/2008,31/03/2009,31/07/2009,9.564,9.347999999999999,7.165,0.21,0.10300000000000001,0.22399999999999998,0.188,0.267,0.26899999999999996,0.057999999999999996,0.54,1.006,0.052000000000000005,0.508,1.385,20.802,1.547,12.075999999999999,6.709,0.002,0.0,0.0,0.034,2.662,-0.18899999999999997,1.8219999999999998,11850,31/07/2009,2911.0,XOM,,,,,,,65.12,72.75,70.39,5603673.0,4806000.0,,0.006866,0.085217
283,11850.0,31/12/2008,30/06/2009,31/08/2009,11.700999999999999,11.299000000000001,9.232999999999999,0.26,0.098,0.223,0.17600000000000002,0.225,0.22399999999999998,0.059000000000000004,0.54,0.9420000000000001,0.053,0.5,1.3430000000000002,18.752,1.367,11.597000000000001,6.3260000000000005,0.003,0.0,0.0,0.02,2.5869999999999997,-0.212,2.511,11850,31/08/2009,2911.0,XOM,29/07/2009,10/09/2009,,0.42,0.0,0.0,66.49,71.37,69.15,4377095.0,4805790.0,,-0.017616,0.056864
284,11850.0,31/12/2008,30/06/2009,30/09/2009,11.609000000000002,11.210999999999999,9.161,0.26,0.098,0.223,0.17600000000000002,0.225,0.22399999999999998,0.059000000000000004,0.54,0.9420000000000001,0.053,0.5,1.3430000000000002,18.752,1.367,11.597000000000001,6.3260000000000005,0.003,0.0,0.0,0.02,2.5669999999999997,-0.21100000000000002,2.336,11850,30/09/2009,2911.0,XOM,,,,,,,68.18,70.65,68.61,4192284.0,4805790.0,,-0.007809,0.071255
285,11850.0,31/12/2008,30/06/2009,31/10/2009,12.127,11.710999999999999,9.452,0.26,0.098,0.223,0.17600000000000002,0.225,0.22399999999999998,0.059000000000000004,0.54,0.9420000000000001,0.053,0.5,1.3430000000000002,18.752,1.367,11.597000000000001,6.3260000000000005,0.003,0.0,0.0,0.02,2.648,-0.221,2.44,11850,30/10/2009,2911.0,XOM,,,,,,,66.58,74.91,71.67,5013427.0,4747000.0,,0.044600,-0.050612
286,11850.0,31/12/2008,30/09/2009,30/11/2009,17.458,17.664,11.716,0.382,0.078,0.21100000000000002,0.14300000000000002,0.17300000000000001,0.157,0.061,0.54,0.897,0.055,0.5,1.25,17.169,1.188,10.597000000000001,5.648,0.003,0.0,0.0,0.04,2.7310000000000003,-0.33,8.216000000000001,11850,30/11/2009,2911.0,XOM,28/10/2009,10/12/2009,,0.42,0.0,0.0,71.3,76.47,75.07,3564544.0,4747284.0,,0.047440,0.028475999999999998
287,11850.0,31/12/2008,30/09/2009,31/12/2009,15.857999999999999,16.045,10.607999999999999,0.382,0.078,0.21100000000000002,0.14300000000000002,0.17300000000000001,0.157,0.061,0.54,0.897,0.055,0.5,1.25,17.169,1.188,10.597000000000001,5.648,0.003,0.0,0.0,0.04,2.472,-0.297,-5.73,11850,31/12/2009,2911.0,XOM,,,,,,,68.19,76.04,68.19,6489832.0,4731898.0,,-0.091648,0.055001
288,11850.0,31/12/2008,30/09/2009,31/01/2010,14.984000000000002,15.16,10.023,0.382,0.078,0.21100000000000002,0.14300000000000002,0.17300000000000001,0.157,0.061,0.54,0.897,0.055,0.5,1.25,17.169,1.188,10.597000000000001,5.648,0.003,0.0,0.0,0.04,2.336,-0.282,21.656999999999996,11850,29/01/2010,2911.0,XOM,,,,,,,64.43,70.3,64.43,5965357.0,4731898.0,,-0.055140,-0.011387999999999999
289,11850.0,31/12/2009,31/12/2009,28/02/2010,16.169,16.332,10.790999999999999,0.41600000000000004,0.07,0.19899999999999998,0.126,0.165,0.145,0.061,0.24100000000000002,0.848,0.053,0.505,1.061,19.023,1.195,10.527999999999999,8.175,0.004,0.0,0.0,0.04,2.295,0.376,1.196,11850,26/02/2010,2911.0,XOM,27/01/2010,10/03/2010,,0.42,0.0,0.0,64.35,66.96,65.0,5348905.0,4721273.0,,0.008847,0.033602999999999994
290,11850.0,31/12/2009,31/12/2009,31/03/2010,16.662,16.829,11.12,0.41600000000000004,0.07,0.19899999999999998,0.126,0.165,0.145,0.061,0.24100000000000002,0.848,0.053,0.505,1.061,19.023,1.195,10.527999999999999,8.175,0.004,0.0,0.0,0.04,2.365,0.395,1.165,11850,31/03/2010,2911.0,XOM,,,,,,,65.4,67.39,66.98,5828071.0,4721273.0,,0.030462,0.069289
291,11850.0,31/12/2009,31/12/2009,30/04/2010,16.858,17.028,11.196,0.41600000000000004,0.07,0.19899999999999998,0.126,0.165,0.145,0.061,0.24100000000000002,0.848,0.053,0.505,1.061,19.023,1.195,10.527999999999999,8.175,0.004,0.0,0.0,0.04,2.381,0.379,1.056,11850,30/04/2010,2911.0,XOM,,,,,,,67.34,69.29,67.77,5313388.0,4698000.0,,0.011794,0.05784299999999999
292,11850.0,31/12/2009,31/03/2010,31/05/2010,13.556,13.772,8.69,0.382,0.07,0.196,0.13,0.182,0.162,0.061,0.24100000000000002,0.8759999999999999,0.054000000000000006,0.509,1.091,19.247,1.288,10.844000000000001,6.046,0.004,0.0,0.0,0.05,2.0780000000000003,0.302,0.915,11850,28/05/2010,2911.0,XOM,28/04/2010,10/06/2010,,0.44,0.0,0.0,59.31,67.84,60.46,7687117.0,4681795.0,,-0.107865,-0.076929
293,11850.0,31/12/2009,31/03/2010,30/06/2010,12.796,13.0,8.932,0.382,0.07,0.196,0.13,0.182,0.162,0.061,0.24100000000000002,0.8759999999999999,0.054000000000000006,0.509,1.091,19.247,1.288,10.844000000000001,6.046,0.004,0.0,0.0,0.05,2.136,0.298,0.816,11850,30/06/2010,2911.0,XOM,,,,,,,57.07,63.13,57.07,8085676.0,5098295.0,,-0.056070,-0.056799
294,11850.0,31/12/2009,31/03/2010,31/07/2010,13.380999999999998,13.595,9.329,0.382,0.07,0.196,0.13,0.182,0.162,0.061,0.24100000000000002,0.8759999999999999,0.054000000000000006,0.509,1.091,19.247,1.288,10.844000000000001,6.046,0.004,0.0,0.0,0.05,2.231,0.321,0.884,11850,30/07/2010,2911.0,XOM,,,,,,,56.57,60.91,59.68,6135343.0,5092000.0,,0.045733,0.05994
295,11850.0,31/12/2009,30/06/2010,31/08/2010,11.302,11.411,7.598,0.327,0.078,0.2,0.14,0.19899999999999998,0.18600000000000003,0.076,0.24100000000000002,0.8420000000000001,0.068,0.508,1.072,19.815,1.27,11.214,6.215,0.003,0.0,0.0,0.061,1.725,0.247,0.745,11850,31/08/2010,2911.0,XOM,28/07/2010,10/09/2010,,0.44,0.0,0.0,58.48,62.72,59.11,4757384.0,5091804.0,,-0.009551,-0.047566000000000004
